,Common Opponents Average Score difference,Date,End Score Diff,Map,Map Score Difference,Match ID,Past Encounters Score Difference,Recent Matches Score Difference,Team 1 ID,Team 2 ID,Winner
11570,0.7403606965174129,2017-09-24 00:00:00,5,Mirage,0.3416815742397148,2315217,2.5714285714285716,1.0,6896,4501,1
11571,4.0,2017-09-24 00:00:00,3,Overpass,0.0,2315108,6.2,7.0,7348,8145,1
11572,4.0,2017-09-24 00:00:00,14,Mirage,5.0,2315108,5.666666666666667,8.0,7348,8145,1
11573,,2017-09-24 00:00:00,2,Train,,2315107,,,8145,8327,1
11574,0.0,2017-09-24 00:00:00,13,Cobblestone,0.0,2315107,2.0,-4.999999999999998,8145,8327,1
11575,-3.4642857142857144,2017-09-24 00:00:00,-6,Train,-4.166666666666668,2315199,,-4.0,7878,6118,0
11576,-3.4642857142857144,2017-09-24 00:00:00,-13,Overpass,-2.0250000000000004,2315199,-6.0,-6.0,7878,6118,0
11577,,2017-09-24 00:00:00,-9,Overpass,-14.9,2315136,,0.6666666666666679,7966,6010,0
11578,,2017-09-24 00:00:00,-11,Cobblestone,-7.261904761904763,2315136,-9.0,-2.333333333333332,7966,6010,0
11579,0.75,2017-09-24 00:00:00,4,Inferno,14.625,2315189,,-7.333333333333333,7878,8060,1
11580,2.078900709219858,2017-09-24 00:00:00,6,Cache,1.9616858237547898,2315183,-1.3333333333333333,-3.0,6669,6896,1
11581,2.078900709219858,2017-09-24 00:00:00,-4,Train,0.5244055068836033,2315183,-0.2857142857142857,1.333333333333334,6669,6896,0
11582,2.078900709219858,2017-09-24 00:00:00,10,Mirage,0.14545454545454461,2315183,-0.75,0.0,6669,6896,1
11583,1.8303258145363408,2017-09-24 00:00:00,5,Overpass,1.512422360248447,2315040,3.111111111111111,1.333333333333334,5929,5988,1
11584,1.8303258145363408,2017-09-24 00:00:00,7,Cache,3.011111111111111,2315040,3.3,1.666666666666666,5929,5988,1
11585,-5.333333333333333,2017-09-24 00:00:00,5,Cache,2.947368421052632,2315197,,-3.0,8221,6673,1
11586,-5.333333333333333,2017-09-24 00:00:00,-12,Mirage,-13.612903225806452,2315197,5.0,1.333333333333334,8221,6673,0
11587,-5.333333333333333,2017-09-24 00:00:00,-10,Inferno,-4.791666666666666,2315197,-3.5,-2.333333333333334,8221,6673,0
11588,2.537878787878788,2017-09-24 00:00:00,9,Mirage,1.200000000000001,2315208,5.333333333333333,-0.6666666666666661,5310,7020,1
11589,2.537878787878788,2017-09-24 00:00:00,2,Overpass,0.3660714285714288,2315208,6.25,3.0,5310,7020,1
11590,1.200657894736842,2017-09-24 00:00:00,-10,Mirage,0.8928571428571423,2314970,-0.5714285714285714,-1.333333333333334,7900,7969,0
11591,6.363636363636363,2017-09-24 00:00:00,5,Mirage,-0.564516129032258,2315177,,4.666666666666666,5310,8212,1
11592,6.363636363636363,2017-09-24 00:00:00,12,Overpass,14.10344827586207,2315177,5.0,4.666666666666666,5310,8212,1
11593,-0.03571428571428559,2017-09-24 00:00:00,-3,Overpass,4.166666666666666,2315204,-0.3333333333333333,-5.666666666666666,8262,6774,0
11594,-0.03571428571428559,2017-09-24 00:00:00,-7,Train,-12.0,2315204,-0.7142857142857143,-2.333333333333332,8262,6774,0
11595,,2017-09-24 00:00:00,-6,Overpass,,2315174,,,8357,8287,0
11596,,2017-09-24 00:00:00,-6,Train,,2315174,,,8357,8287,0
11597,5.302832244008714,2017-09-24 00:00:00,9,Inferno,-16.0,2315230,,-9.333333333333332,6211,7157,1
11598,5.302832244008714,2017-09-24 00:00:00,9,Mirage,-0.5920205920205923,2315230,9.0,-4.0,6211,7157,1
11599,1.2040816326530612,2017-09-24 00:00:00,7,Inferno,1.2095238095238088,2315223,,2.0,5310,5422,1
11600,1.2040816326530612,2017-09-24 00:00:00,5,Overpass,2.166666666666666,2315223,7.0,2.333333333333334,5310,5422,1
11601,4.080100125156445,2017-09-24 00:00:00,3,Cache,-3.333333333333334,2315196,6.5,1.333333333333334,4643,6792,1
11602,4.080100125156445,2017-09-24 00:00:00,9,Cobblestone,4.0,2315196,5.333333333333333,2.0,4643,6792,1
11603,0.0012870012870016545,2017-09-24 00:00:00,2,Inferno,-3.4558823529411757,2315212,,-2.333333333333334,5422,6745,1
11604,0.0012870012870016545,2017-09-24 00:00:00,-10,Mirage,0.6326086956521735,2315212,2.0,-1.666666666666666,5422,6745,0
11605,0.0012870012870016545,2017-09-24 00:00:00,6,Overpass,-2.5233333333333334,2315212,-4.0,-2.666666666666666,5422,6745,1
11606,0.44216711074673776,2017-09-24 00:00:00,2,Cobblestone,0.7043010752688179,2314911,3.9166666666666665,4.0,4991,4494,1
11607,0.44216711074673776,2017-09-24 00:00:00,-6,Mirage,-0.58922558922559,2314911,3.769230769230769,3.666666666666666,4991,4494,0
11608,0.44216711074673776,2017-09-24 00:00:00,10,Train,-0.435483870967742,2314911,3.0714285714285716,1.0,4991,4494,1
11609,,2017-09-24 00:00:00,-9,Overpass,,2315184,,,8186,7144,0
11610,,2017-09-24 00:00:00,-12,Mirage,,2315184,,,8186,7144,0
11611,,2017-09-24 00:00:00,11,Inferno,-14.552631578947368,2315213,,0.0,7144,6669,1
11612,,2017-09-24 00:00:00,13,Train,-14.514285714285714,2315213,11.0,5.0,7144,6669,1
11613,0.06349206349206349,2017-09-24 00:00:00,-8,Mirage,0.3249999999999993,2315150,-4.0,-4.666666666666666,6297,7234,0
11614,0.06349206349206349,2017-09-24 00:00:00,-3,Overpass,3.666666666666666,2315150,-6.0,-7.333333333333334,6297,7234,0
11615,-1.6538461538461537,2017-09-24 00:00:00,10,Inferno,-2.1944444444444446,2315203,-6.4,-11.0,7839,6774,1
11616,-1.6538461538461537,2017-09-24 00:00:00,-6,Mirage,-2.90625,2315203,-4.909090909090909,-3.333333333333332,7839,6774,0
11617,-1.6538461538461537,2017-09-24 00:00:00,-3,Overpass,0.7807017543859658,2315203,-5.0,-0.6666666666666661,7839,6774,0
11618,1.0761543444064032,2017-09-24 00:00:00,7,Mirage,-0.5,2315039,-2.2,-3.666666666666666,5988,6134,1
11619,1.0761543444064032,2017-09-24 00:00:00,6,Train,-0.5843672456575693,2315039,-0.6666666666666666,-2.666666666666666,5988,6134,1
11620,,2017-09-24 00:00:00,7,Inferno,,2315157,,,8409,7480,1
11621,,2017-09-24 00:00:00,-13,Cobblestone,,2315191,,,8431,8349,0
11622,,2017-09-24 00:00:00,-3,Cache,,2315181,,,6745,8423,0
11623,,2017-09-24 00:00:00,13,Train,,2315181,,,6745,8423,1
11624,,2017-09-24 00:00:00,4,Mirage,,2315181,,,6745,8423,1
11625,-0.5386029411764706,2017-09-24 00:00:00,4,Mirage,6.273809523809525,2315094,3.25,-1.0,6468,8321,1
11626,-0.5386029411764706,2017-09-24 00:00:00,2,Train,-0.45454545454545503,2315094,3.4,1.333333333333334,6468,8321,1
11627,,2017-09-24 00:00:00,4,Cobblestone,-2.0,2315190,,-4.333333333333332,8384,8328,1
11628,,2017-09-24 00:00:00,14,Inferno,19.0,2314940,,2.0,5906,5454,1
11629,,2017-09-24 00:00:00,-2,Mirage,-16.0,2314940,14.0,4.666666666666666,5906,5454,0
11630,,2017-09-24 00:00:00,10,Cobblestone,0.0,2314940,6.0,4.0,5906,5454,1
11631,3.671328671328671,2017-09-24 00:00:00,5,Mirage,-1.4333333333333336,2315137,,2.0,6248,7962,1
11632,3.671328671328671,2017-09-24 00:00:00,13,Cobblestone,-2.1111111111111107,2315137,5.0,1.666666666666666,6248,7962,1
11633,2.4762845849802373,2017-09-24 00:00:00,6,Cache,-2.5909090909090917,2315206,-1.6,3.333333333333334,7898,7820,1
11634,2.4762845849802373,2017-09-24 00:00:00,-8,Mirage,1.1647058823529424,2315206,-0.3333333333333333,2.0,7898,7820,0
11635,-3.5999999999999996,2017-09-24 00:00:00,8,Cobblestone,3.666666666666666,2315200,,1.0,8181,7801,1
11636,-3.5999999999999996,2017-09-24 00:00:00,-6,Train,1.0666666666666664,2315200,8.0,3.333333333333334,8181,7801,0
11637,-3.5999999999999996,2017-09-24 00:00:00,-2,Inferno,1.3999999999999986,2315200,1.0,0.6666666666666661,8181,7801,0
11638,,2017-09-24 00:00:00,-11,Mirage,,2315192,,,8432,6792,0
11639,13.636363636363637,2017-09-24 00:00:00,9,Inferno,-2.5032894736842106,2315038,,3.333333333333334,5929,7924,1
11640,13.636363636363637,2017-09-24 00:00:00,12,Train,0.19354838709677402,2315038,9.0,6.333333333333334,5929,7924,1
11641,6.166666666666667,2017-09-24 00:00:00,11,Mirage,-12.0,2315144,-1.4,-3.333333333333334,7442,4970,1
11642,6.166666666666667,2017-09-24 00:00:00,-4,Nuke,-8.0,2315144,0.6666666666666666,4.333333333333334,7442,4970,0
11643,6.166666666666667,2017-09-24 00:00:00,8,Overpass,-1.333333333333334,2315144,0.0,4.333333333333332,7442,4970,1
11644,-4.5,2017-09-24 00:00:00,-3,Overpass,-1.166666666666666,2315202,-2.5,1.6666666666666679,6353,8262,0
11645,-4.5,2017-09-24 00:00:00,-3,Inferno,5.0,2315202,-2.6666666666666665,0.6666666666666679,6353,8262,0
11646,3.527027027027027,2017-09-24 00:00:00,4,Inferno,-1.1794871794871806,2315116,-5.666666666666667,4.999999999999998,8120,7020,1
11647,3.527027027027027,2017-09-24 00:00:00,3,Mirage,2.7368421052631575,2315116,-3.25,6.0,8120,7020,1
11648,4.0,2017-09-24 00:00:00,-10,Inferno,3.8235294117647065,2315219,,2.333333333333334,7144,5422,0
11649,4.0,2017-09-24 00:00:00,3,Train,4.666666666666666,2315219,-10.0,0.0,7144,5422,1
11650,4.0,2017-09-24 00:00:00,-4,Overpass,3.76923076923077,2315219,-3.5,-2.333333333333334,7144,5422,0
11651,-2.626968775904946,2017-09-24 00:00:00,-7,Cobblestone,1.1385964912280695,2315225,,-1.6666666666666679,4643,6673,0
11652,-2.626968775904946,2017-09-24 00:00:00,-12,Train,-1.9000000000000004,2315225,-7.0,-1.333333333333334,4643,6673,0
11653,-0.39365079365079364,2017-09-24 00:00:00,10,Mirage,0.39285714285714235,2315140,-3.2,0.6666666666666661,6248,7354,1
11654,-0.39365079365079364,2017-09-24 00:00:00,2,Inferno,-0.4900000000000002,2315140,-1.0,4.0,6248,7354,1
11655,,2017-09-24 00:00:00,5,Inferno,,2315201,,,8349,6290,1
11656,,2017-09-24 00:00:00,-10,Cache,,2315201,,,8349,6290,0
11657,,2017-09-24 00:00:00,-3,Train,,2315201,,,8349,6290,0
11658,-4.563225806451613,2017-09-24 00:00:00,8,Cobblestone,-1.0681818181818183,2315227,-3.142857142857143,-1.0,7801,6290,1
11659,-4.563225806451613,2017-09-24 00:00:00,-3,Train,-2.1545454545454543,2315227,-1.75,2.666666666666666,7801,6290,0
11660,-4.563225806451613,2017-09-24 00:00:00,3,Mirage,0.05555555555555536,2315227,-1.8888888888888888,1.666666666666666,7801,6290,1
11661,6.942962962962962,2017-09-25 00:00:00,3,Inferno,3.0874125874125884,2315247,,3.0,7567,6908,1
11662,-3.3375,2017-09-25 00:00:00,-9,Mirage,-1.5405405405405403,2314714,,3.333333333333334,6652,7187,0
11663,-3.3375,2017-09-25 00:00:00,-2,Cobblestone,0.4666666666666668,2314714,-9.0,-1.3333333333333321,6652,7187,0
11664,-7.855072463768115,2017-09-25 00:00:00,-3,Cobblestone,-6.807843137254902,2315241,,-10.333333333333332,7966,7606,0
11665,,2017-09-25 00:00:00,-3,Mirage,2.666666666666667,2314713,,4.666666666666668,6959,8127,0
11666,,2017-09-25 00:00:00,15,Overpass,4.0,2314713,-3.0,3.666666666666668,6959,8127,1
11667,,2017-09-25 00:00:00,3,Train,3.0,2314713,6.0,6.0,6959,8127,1
11668,,2017-09-25 00:00:00,3,Overpass,1.5,2315268,,0.0,7714,8287,1
11669,,2017-09-25 00:00:00,4,Cobblestone,5.0,2315268,3.0,2.0,7714,8287,1
11670,0.125,2017-09-25 00:00:00,-6,Cache,2.0740740740740726,2315238,-2.0,-1.333333333333334,8118,6899,0
11671,-2.42312925170068,2017-09-25 00:00:00,-3,Mirage,0.76923076923077,2315245,,-5.0,7966,6899,0
11672,0.1333333333333333,2017-09-25 00:00:00,2,Inferno,0.7222222222222232,2314972,,12.0,6959,8242,1
11673,-9.971428571428572,2017-09-25 00:00:00,2,Mirage,-0.75,2315233,-2.0,2.666666666666666,8135,7489,1
11674,-9.971428571428572,2017-09-25 00:00:00,4,Nuke,0.44444444444444464,2315233,0.0,0.33333333333333215,8135,7489,1
11675,-0.6833333333333333,2017-09-25 00:00:00,11,Inferno,1.0931677018633543,2314975,,-7.333333333333334,6855,8120,1
11676,,2017-09-25 00:00:00,-9,Inferno,,2315221,,,8287,8427,0
11677,,2017-09-25 00:00:00,3,Overpass,,2315221,,,8287,8427,1
11678,,2017-09-25 00:00:00,8,Train,-3.5,2315221,-3.0,-3.333333333333334,8287,8427,1
11679,3.6666666666666665,2017-09-25 00:00:00,7,Mirage,0.548387096774194,2315215,,1.666666666666666,5395,7144,1
11680,3.6666666666666665,2017-09-25 00:00:00,7,Cobblestone,6.125,2315215,7.0,0.6666666666666661,5395,7144,1
11681,8.0,2017-09-25 00:00:00,14,Train,5.9,2315234,,-8.666666666666666,8105,8135,1
11682,8.0,2017-09-25 00:00:00,-4,Mirage,-5.257142857142858,2315234,14.0,-2.333333333333334,8105,8135,0
11683,-2.0235463355542094,2017-09-25 00:00:00,-4,Cache,-0.9680451127819545,2315222,-4.0,1.0,5310,4991,0
11684,-2.0235463355542094,2017-09-25 00:00:00,3,Mirage,1.1785714285714288,2315222,-4.0,0.6666666666666661,5310,4991,1
11685,-2.0235463355542094,2017-09-25 00:00:00,8,Cobblestone,-1.6270022883295194,2315222,-3.0,-0.3333333333333339,5310,4991,1
11686,4.373626373626374,2017-09-25 00:00:00,4,Overpass,6.5,2315242,,-5.666666666666666,7892,7798,1
11687,,2017-09-25 00:00:00,11,Overpass,,2315250,,,7900,8420,1
11688,,2017-09-25 00:00:00,6,Inferno,,2315250,,,7900,8420,1
11689,2.282545979084025,2017-09-25 00:00:00,3,Inferno,-1.0323076923076915,2315168,2.0,0.0,5752,6673,1
11690,2.282545979084025,2017-09-25 00:00:00,7,Mirage,-0.7208333333333332,2315168,2.111111111111111,1.0,5752,6673,1
11691,,2017-09-25 00:00:00,14,Overpass,-0.21428571428571352,2315249,,3.333333333333334,7865,8186,1
11692,,2017-09-25 00:00:00,2,Inferno,0.5500000000000007,2315249,14.0,11.666666666666668,7865,8186,1
11693,0.18095238095238086,2017-09-25 00:00:00,11,Overpass,-5.266666666666666,2315244,,-3.333333333333334,6673,6118,1
11694,0.18095238095238086,2017-09-25 00:00:00,5,Cobblestone,0.314516129032258,2315244,11.0,0.33333333333333215,6673,6118,1
11695,4.277777777777778,2017-09-25 00:00:00,-2,Cobblestone,0.9722222222222214,2315232,,-4.333333333333334,6118,7801,0
11696,4.277777777777778,2017-09-25 00:00:00,3,Overpass,1.2666666666666657,2315232,-2.0,-5.0,6118,7801,1
11697,4.277777777777778,2017-09-25 00:00:00,2,Nuke,2.0,2315232,0.5,-1.333333333333334,6118,7801,1
11698,,2017-09-25 00:00:00,2,Train,,2315113,,,6366,8414,1
11699,,2017-09-25 00:00:00,10,Nuke,,2315113,,,6366,8414,1
11700,0.20138888888888884,2017-09-25 00:00:00,-4,Train,-0.8461538461538467,2314969,,-6.333333333333334,6855,6959,0
11701,3.023809523809524,2017-09-25 00:00:00,10,Nuke,14.0,2315239,,3.666666666666668,6908,8390,1
11702,1.9395848776871758,2017-09-25 00:00:00,-11,Nuke,0.9000000000000004,2315243,,4.666666666666668,7567,7479,0
11703,3.0,2017-09-25 00:00:00,-12,Nuke,-11.666666666666668,2315220,,-5.0,8010,7714,0
11704,3.0,2017-09-25 00:00:00,-3,Cobblestone,-0.5,2315220,-12.0,-4.0,8010,7714,0
11705,-4.615384615384615,2017-09-25 00:00:00,-10,Inferno,-1.5428571428571445,2314973,0.0,-6.666666666666666,8242,6745,0
11706,2.324561403508772,2017-09-25 00:00:00,8,Inferno,0.6410256410256423,2315214,,1.0,5310,6978,1
11707,2.324561403508772,2017-09-25 00:00:00,5,Cache,3.0788177339901477,2315214,8.0,5.0,5310,6978,1
11708,2.785025524673851,2017-09-25 00:00:00,2,Inferno,1.4810606060606073,2314908,3.5,2.666666666666666,7020,7367,1
11709,2.785025524673851,2017-09-25 00:00:00,5,Mirage,0.020689655172414945,2314908,3.2,-0.3333333333333339,7020,7367,1
11710,0.26984126984126977,2017-09-25 00:00:00,-7,Mirage,3.5555555555555554,2315246,,2.333333333333334,7798,7092,0
11711,0.29285714285714287,2017-09-25 00:00:00,5,Inferno,0.4238095238095241,2315051,,-3.0,6978,8120,1
11712,-1.0746753246753247,2017-09-25 00:00:00,-7,Cobblestone,-1.4490131578947363,2315231,-4.333333333333333,2.333333333333332,6673,6211,0
11713,-1.0746753246753247,2017-09-25 00:00:00,8,Overpass,-2.9659090909090917,2315231,-4.6,-2.333333333333334,6673,6211,1
11714,-1.0746753246753247,2017-09-25 00:00:00,3,Train,0.0020703933747405756,2315231,-3.4545454545454546,0.33333333333333215,6673,6211,1
11715,0.6013581488933599,2017-09-25 00:00:00,9,Train,-2.509179926560588,2315248,3.0,0.0,6902,7331,1
11716,0.6013581488933599,2017-09-25 00:00:00,2,Mirage,1.28695652173913,2315248,6.0,4.000000000000001,6902,7331,1
11717,,2017-09-26 00:00:00,11,Inferno,,2315289,,,8435,5293,1
11718,2.1976446492575525,2017-09-26 00:00:00,4,Cobblestone,0.6944444444444446,2313941,-3.25,-1.666666666666666,7533,4494,1
11719,0.8084415584415585,2017-09-26 00:00:00,-12,Mirage,-0.7596017069701286,2315169,-3.2222222222222223,0.3333333333333339,7557,6615,0
11720,0.8084415584415585,2017-09-26 00:00:00,-12,Train,0.793103448275863,2315169,-4.1,-2.333333333333334,7557,6615,0
11721,2.0899114362726223,2017-09-26 00:00:00,-3,Inferno,0.21428571428571352,2313940,3.0,-1.666666666666666,4608,5310,0
11722,-0.8796296296296298,2017-09-26 00:00:00,8,Nuke,-0.18181818181818166,2315251,5.0,6.333333333333334,7606,7892,1
11723,-0.8796296296296298,2017-09-26 00:00:00,3,Cobblestone,1.301282051282051,2315251,5.6,5.333333333333334,7606,7892,1
11724,-3.916666666666667,2017-09-26 00:00:00,-9,Mirage,0.2870370370370363,2314974,,2.333333333333334,8135,7713,0
11725,-12.5,2017-09-26 00:00:00,-2,Mirage,2.0740740740740726,2315271,,0.6666666666666661,6978,7144,0
11726,-12.5,2017-09-26 00:00:00,-5,Train,-1.2380952380952372,2315271,-2.0,2.333333333333332,6978,7144,0
11727,2.096126255380201,2017-09-26 00:00:00,14,Cache,1.113725490196078,2315254,4.0,4.0,7092,7479,1
11728,2.096126255380201,2017-09-26 00:00:00,10,Cobblestone,-1.6044444444444448,2315254,7.333333333333333,7.333333333333334,7092,7479,1
11729,-0.7490990990990991,2017-09-26 00:00:00,4,Train,-1.922094508301404,2314920,-6.857142857142857,-2.0,6855,7713,1
11730,6.8,2017-09-26 00:00:00,12,Mirage,1.55263157894737,2315280,,5.0,8021,7974,1
11731,3.3816067653276956,2017-09-26 00:00:00,2,Train,0.25946969696969724,2315262,-7.5,5.333333333333334,8068,6896,1
11732,3.3816067653276956,2017-09-26 00:00:00,-4,Mirage,0.5333333333333332,2315262,-4.333333333333333,4.0,8068,6896,0
11733,3.3816067653276956,2017-09-26 00:00:00,13,Cache,1.9666666666666668,2315262,-4.25,2.666666666666666,8068,6896,1
11734,-0.7453703703703705,2017-09-26 00:00:00,14,Mirage,-1.5714285714285712,2314971,-2.5,2.0,6959,7020,1
11735,-3.1999999999999997,2017-09-26 00:00:00,5,Mirage,2.1363636363636367,2315237,,0.0,7900,6652,1
11736,-3.1999999999999997,2017-09-26 00:00:00,-9,Inferno,-1.25,2315237,5.0,4.333333333333334,7900,6652,0
11737,0.5981751824817517,2017-09-26 00:00:00,-11,Overpass,-1.2714285714285705,2315278,1.6666666666666667,-3.666666666666666,4991,7175,0
11738,0.5981751824817517,2017-09-26 00:00:00,-7,Train,-1.0437499999999993,2315278,-1.5,-7.333333333333334,4991,7175,0
11739,2.6320240043644296,2017-09-26 00:00:00,3,Train,0.18541666666666679,2313857,0.5,2.0,6615,5005,1
11740,-0.5981751824817517,2017-09-26 00:00:00,-3,Inferno,-1.4571428571428573,2313946,2.6,8.666666666666668,7175,4991,0
11741,-7.318181818181818,2017-09-26 00:00:00,2,Overpass,2.0,2315274,,5.333333333333334,8290,7964,1
11742,-7.318181818181818,2017-09-26 00:00:00,6,Cache,-3.666666666666666,2315274,2.0,8.666666666666666,8290,7964,1
11743,-2.0899114362726223,2017-09-26 00:00:00,11,Overpass,1.6146953405017932,2313939,-1.0,1.0,5310,4608,1
11744,1.164687448457859,2017-09-26 00:00:00,-3,Nuke,-1.8282051282051288,2313944,5.833333333333333,3.666666666666667,5991,4674,0
11745,2.75,2017-09-26 00:00:00,3,Mirage,1.3181818181818183,2315255,0.0,0.3333333333333339,7567,7354,1
11746,2.75,2017-09-26 00:00:00,4,Train,1.2142857142857135,2315255,1.0,1.333333333333334,7567,7354,1
11747,0.902948536611903,2017-09-26 00:00:00,2,Cobblestone,2.5514705882352935,2315272,-9.5,-1.333333333333334,5395,5310,1
11748,0.902948536611903,2017-09-26 00:00:00,4,Inferno,0.8329411764705892,2315272,-5.666666666666667,0.6666666666666661,5395,5310,1
11749,,2017-09-26 00:00:00,5,Mirage,,2315269,,,5144,8437,1
11750,,2017-09-26 00:00:00,4,Cobblestone,,2315269,,,5144,8437,1
11751,,2017-09-26 00:00:00,6,Train,6.157894736842106,2314953,,3.0,4608,8135,1
11752,,2017-09-26 00:00:00,9,Inferno,4.066666666666666,2314953,6.0,0.3333333333333339,4608,8135,1
11753,,2017-09-26 00:00:00,-11,Cobblestone,,2315283,,,8436,6010,0
11754,,2017-09-26 00:00:00,5,Cache,,2315076,,,7653,8382,1
11755,,2017-09-26 00:00:00,6,Cobblestone,,2315076,,,7653,8382,1
11756,4.822948938611589,2017-09-26 00:00:00,-4,Inferno,1.516129032258064,2315252,4.6,0.3333333333333339,7660,6899,0
11757,4.822948938611589,2017-09-26 00:00:00,12,Train,3.0124999999999993,2315252,3.1666666666666665,-2.333333333333334,7660,6899,1
11758,4.822948938611589,2017-09-26 00:00:00,9,Cobblestone,0.569565217391304,2315252,4.428571428571429,1.666666666666666,7660,6899,1
11759,0.6428571428571428,2017-09-26 00:00:00,-11,Overpass,2.0,2314822,,6.666666666666666,6248,8211,0
11760,-11.0,2017-09-26 00:00:00,-13,Cache,2.7105263157894743,2315235,,-8.0,7718,5412,0
11761,-11.0,2017-09-26 00:00:00,2,Mirage,-4.7142857142857135,2315235,-13.0,-12.333333333333334,7718,5412,1
11762,0.5981751824817517,2017-09-26 00:00:00,3,Mirage,-0.529556650246306,2313945,-1.6666666666666667,-5.0,4991,7175,1
11763,1.0746753246753247,2017-09-26 00:00:00,-9,Train,-0.14772727272727337,2313855,2.9166666666666665,-1.3333333333333321,6211,6673,0
11764,-2.1976446492575525,2017-09-26 00:00:00,-2,Mirage,-2.091764705882353,2313942,1.8,-0.6666666666666661,4494,7533,0
11765,-1.3076923076923077,2017-09-26 00:00:00,6,Mirage,0.09722222222222321,2315277,,-3.0,6902,7865,1
11766,-1.3076923076923077,2017-09-26 00:00:00,-6,Inferno,-3.412698412698415,2315277,6.0,2.0,6902,7865,0
11767,-1.3076923076923077,2017-09-26 00:00:00,-4,Overpass,-1.0509803921568626,2315277,0.0,0.0,6902,7865,0
11768,-1.164687448457859,2017-09-26 00:00:00,8,Cache,-1.1121212121212114,2313943,-4.571428571428571,-2.666666666666668,4674,5991,1
11769,1.451505376344086,2017-09-26 00:00:00,2,Cobblestone,1.0,2314819,6.333333333333333,0.3333333333333339,7517,5680,1
11770,-1.451505376344086,2017-09-26 00:00:00,7,Cache,-3.333333333333334,2314820,-5.714285714285714,-1.0,5680,7517,1
11771,-5.883838383838384,2017-09-26 00:00:00,-5,Cache,-0.3392857142857135,2315273,,7.333333333333334,7497,6669,0
11772,-5.883838383838384,2017-09-26 00:00:00,11,Mirage,-0.75,2315273,-5.0,6.333333333333334,7497,6669,1
11773,-5.883838383838384,2017-09-26 00:00:00,6,Inferno,-0.08547008547008694,2315273,3.0,6.333333333333334,7497,6669,1
11774,,2017-09-27 00:00:00,6,Inferno,2.0,2315257,8.0,5.0,5906,8384,1
11775,0.5736245954692556,2017-09-27 00:00:00,-6,Cobblestone,0.5153061224489797,2313865,5.5625,5.666666666666666,7010,5974,0
11776,-3.121500559910414,2017-09-27 00:00:00,-10,Overpass,1.125,2315253,-5.666666666666667,-5.999999999999998,4411,6667,0
11777,-3.121500559910414,2017-09-27 00:00:00,-12,Nuke,-3.064285714285713,2315253,-6.285714285714286,-9.333333333333332,4411,6667,0
11778,,2017-09-27 00:00:00,-8,Mirage,,2315270,,,8438,7898,0
11779,,2017-09-27 00:00:00,-12,Cobblestone,,2315270,,,8438,7898,0
11780,-0.5791925465838509,2017-09-27 00:00:00,6,Cache,-1.2327586206896548,2315299,,5.666666666666666,5422,6669,1
11781,-0.5791925465838509,2017-09-27 00:00:00,4,Inferno,-1.81111111111111,2315299,6.0,7.666666666666666,5422,6669,1
11782,-1.4222222222222225,2017-09-27 00:00:00,2,Mirage,1.3684210526315788,2315260,,5.0,8328,7924,1
11783,0.8729508196721312,2017-09-27 00:00:00,2,Overpass,0.6218487394957997,2314967,-4.0,-1.0,7020,7713,1
11784,4.019191919191919,2017-09-27 00:00:00,9,Overpass,0.17836257309941494,2313860,1.5714285714285714,3.666666666666666,6137,5974,1
11785,,2017-09-27 00:00:00,5,Mirage,,2315300,,,8347,8426,1
11786,,2017-09-27 00:00:00,5,Cobblestone,13.833333333333334,2315300,5.0,0.3333333333333339,8347,8426,1
11787,2.27807486631016,2017-09-27 00:00:00,-9,Mirage,0.8106060606060606,2315304,,1.333333333333334,5310,7144,0
11788,2.27807486631016,2017-09-27 00:00:00,11,Overpass,-1.21875,2315304,-9.0,-4.0,5310,7144,1
11789,2.27807486631016,2017-09-27 00:00:00,-6,Cobblestone,3.6799999999999997,2315304,1.0,0.33333333333333215,5310,7144,0
11790,-1.8791666666666669,2017-09-27 00:00:00,3,Overpass,0.19806763285024154,2313950,-2.625,-10.666666666666668,4411,5995,1
11791,-1.626984126984127,2017-09-27 00:00:00,4,Overpass,-0.912280701754387,2315052,,2.333333333333334,4674,8347,1
11792,-0.3440860215053763,2017-09-27 00:00:00,-4,Train,-1.4666666666666668,2315302,-0.125,2.666666666666666,7092,7567,0
11793,-0.3440860215053763,2017-09-27 00:00:00,-12,Mirage,0.013729977116705427,2315302,-0.5555555555555556,-2.333333333333334,7092,7567,0
11794,3.0714285714285716,2017-09-27 00:00:00,12,Inferno,2.8928571428571423,2315258,5.5,-4.0,4643,5873,1
11795,,2017-09-27 00:00:00,-3,Mirage,,2315305,,,8378,7723,0
11796,-6.968660968660968,2017-09-27 00:00:00,-4,Inferno,-1.7070707070707076,2313862,-14.5,0.33333333333333215,7801,5752,0
11797,-0.45599228357848975,2017-09-27 00:00:00,-7,Mirage,0.3729874776386417,2315301,-1.9615384615384615,1.333333333333334,7606,7660,0
11798,-0.45599228357848975,2017-09-27 00:00:00,-4,Overpass,0.382352941176471,2315301,-2.1481481481481484,-2.333333333333334,7606,7660,0
11799,2.145614035087719,2017-09-27 00:00:00,13,Mirage,1.1697792869269943,2315347,5.7272727272727275,3.666666666666666,5752,6290,1
11800,2.145614035087719,2017-09-27 00:00:00,8,Cache,0.33421750663129934,2315347,6.333333333333333,5.333333333333334,5752,6290,1
