,Date,End Score Diff,Map,Match ID,Team 1 ID,Team 2 ID,Winner,Recent Matches Score Difference,Past Encounters Score Difference,Common Opponents Average Score difference,Map Score Difference,Winner(predicted),Predicted Probability 0,Predicted Probability 1
38200,2018-01-08 00:00:00,2,Inferno,2318419,7924,8372,1,0.18980457853593083,0.38336007901274644,0.17117480495543794,-0.08333222101489074,1,0.40440707379221463,0.5955929262077854
38201,2018-01-08 00:00:00,6,Mirage,2318419,7924,8372,1,0.5283104359417637,0.35544993000503255,0.17117480495543794,0.31031872133651195,1,0.3805281949834399,0.6194718050165601
38203,2018-01-08 00:00:00,10,Overpass,2318459,7726,8677,1,1.3745750794563456,1.4532491243084442,-0.2706080230601202,-0.36028466804588377,1,0.3267097839168187,0.6732902160831813
38204,2018-01-08 00:00:00,-5,Inferno,2318459,7726,8677,0,1.3745750794563456,1.546282954334157,-0.2706080230601202,-0.5399866374934749,1,0.32598080144247743,0.6740191985575226
38205,2018-01-08 00:00:00,2,Mirage,2318459,7726,8677,1,0.3590575072388476,0.8950461441541672,-0.2706080230601202,2.0739974727063557,1,0.32656260176753116,0.6734373982324688
38207,2018-01-08 00:00:00,-7,Mirage,2318404,8372,7157,0,-0.4025806719242768,-1.9890025866429313,-0.02911901739245177,-0.2029925912588162,0,0.6218715336817973,0.3781284663182027
38210,2018-01-07 00:00:00,3,Nuke,2318405,7801,7924,1,-0.14870127886990173,-1.4773165215015103,-0.9854742601217741,-0.7123852113913242,0,0.6619339850763523,0.33806601492364774
38211,2018-01-07 00:00:00,-2,Train,2318405,7801,7924,0,0.18980457853593083,-1.0958778183960878,-0.9854742601217741,-0.4801634220665133,0,0.6156944034264981,0.38430559657350194
38212,2018-01-07 00:00:00,10,Mirage,2318405,7801,7924,1,0.02055164983301453,-0.9966417330353274,-0.9854742601217741,-0.7041107272366304,0,0.6223618586640223,0.3776381413359777
38216,2018-01-08 00:00:00,5,Inferno,2318461,7354,7606,1,0.18980457853593083,-0.06630343277819897,-0.7102392916920375,-0.4607969628898477,0,0.5186334701839022,0.4813665298160979
38225,2018-01-12 00:00:00,-14,Mirage,2318504,7655,7344,0,0.7821898289961384,-1.0586642863858027,-1.5673969003041603,-0.8965924488367044,0,0.646359581287802,0.35364041871219803
38231,2018-01-12 00:00:00,-2,Inferno,2318499,6715,7655,0,-0.31795420757281845,-0.03529215610296136,0.28634401982118185,-0.0008807291507021543,1,0.4435083469167337,0.5564916530832663
38232,2018-01-12 00:00:00,5,Cache,2318501,8118,7344,1,-1.2488453154388588,-1.8029349265915056,-1.0151702514386274,0.4350349726465352,0,0.6900243356705329,0.30997566432946705
38233,2018-01-11 00:00:00,-9,Train,2318464,7421,7354,0,-0.06407481451844384,-2.547205566797208,-0.29173059081928704,0.0018768458280330992,0,0.6601287610502913,0.33987123894970867
38237,2018-01-12 00:00:00,-2,Mirage,2318534,6419,6418,0,0.10517811418447244,-0.5961532456865445,-0.445847697252416,-0.7073416270813223,0,0.5492718510840098,0.45072814891599017
38238,2018-01-12 00:00:00,-2,Mirage,2318497,7839,7567,0,-0.06407481451844384,-2.175070246694357,-1.4296236187378786,-0.20655876987731106,0,0.7184677130177236,0.2815322869822764
38240,2018-01-10 00:00:00,3,Overpass,2318530,7718,5208,1,0.3590575072388476,-0.5004613062315256,-2.133108121585227,-0.5870080453205321,0,0.65459484217611,0.34540515782389003
38241,2018-01-10 00:00:00,-9,Cache,2318530,7718,5208,0,0.2744310428873887,-0.03529215610296136,-2.133108121585227,-0.04816060560429318,0,0.608335885214325,0.391664114785675
38250,2018-01-13 00:00:00,7,Mirage,2318510,7839,6422,1,0.8668162933475968,2.2905535945398596,0.6620948343916101,-0.2926321619009086,1,0.2328426348617898,0.7671573651382102
38253,2018-01-12 00:00:00,2,Overpass,2318524,6667,5973,1,1.543828008159262,1.0066867401850226,0.34681866933442695,0.05250121308407968,1,0.296015595050911,0.703984404949089
38258,2018-01-11 00:00:00,2,Train,2318532,4602,5639,1,0.02055164983301453,0.8020123141284543,-0.216921844953595,0.4769150954981866,1,0.3917349249505957,0.6082650750494043
38259,2018-01-12 00:00:00,6,Mirage,2318494,7344,6422,1,1.4592015438078039,0.6779672074275037,1.736204355589916,0.22045687067310138,1,0.229387781253785,0.770612218746215
38261,2018-01-13 00:00:00,5,Cache,2318529,5752,5991,1,0.1051781141844729,-0.3224835444432053,0.0015377590098786297,0.01586658241950003,1,0.4693530935951107,0.5306469064048893
38271,2018-01-12 00:00:00,11,Cobblestone,2318498,7962,8499,1,-0.31795420757281845,-1.9890025866429313,-0.8246122125330068,2.9108677597594603,0,0.5763422677033255,0.42365773229667447
38272,2018-01-12 00:00:00,-2,Mirage,2318502,6715,6422,0,0.1051781141844729,-0.6865289662829512,0.7573990516016313,-0.278739236531851,1,0.44768010814878745,0.5523198918512126
38273,2018-01-12 00:00:00,-14,Mirage,2318535,6420,6418,0,0.9514427576990547,-0.3595009577077182,-0.7609107870085198,-0.6843522532849852,0,0.5213116755085161,0.47868832449148396
38274,2018-01-09 00:00:00,-5,Train,2318463,4501,7713,0,0.2744310428873892,-1.4928221598391291,-0.6191160090324211,-0.2700679398293187,0,0.6066166754834125,0.39338332451658753
38275,2018-01-09 00:00:00,14,Inferno,2318463,4501,7713,1,0.2744310428873892,-1.3842826914757975,-0.6191160090324211,-0.6912351327870467,0,0.6125636301202301,0.3874363698797699
38276,2018-01-09 00:00:00,-7,Overpass,2318463,4501,7713,0,1.4592015438078039,-0.612101902262381,-0.6191160090324211,-0.007533619833664876,1,0.4854935017674845,0.5145064982325155
38279,2018-01-12 00:00:00,-14,Inferno,2318536,6417,6418,0,0.69756336464468,-0.45295466962265096,-0.39133041313612843,-0.4437661259491388,0,0.5014876942753957,0.49851230572460425
38284,2018-01-11 00:00:00,-5,Mirage,2318533,4501,5208,0,-1.333471779790317,-1.6168672665400798,-0.002438248725433917,0.24744797434187507,0,0.6146996990713808,0.3853003009286192
38285,2018-01-11 00:00:00,5,Inferno,2318533,4501,5208,1,-1.0795923867359425,-1.430799606488654,-0.002438248725433917,-0.4942295337962067,0,0.6157438399130253,0.38425616008697466
38286,2018-01-11 00:00:00,4,Overpass,2318533,4501,5208,1,-0.6564600649786515,-0.8725966263343768,-0.002438248725433917,-0.48405800315203207,0,0.5583869271949929,0.44161307280500706
38291,2018-01-12 00:00:00,-2,Mirage,2318495,6715,7344,0,-1.4180982441417755,-0.7151547601370167,-1.2920102880188165,-0.6422089910672728,0,0.6760696616166477,0.3239303383833523
38301,2018-01-10 00:00:00,3,Train,2318531,5639,6978,1,1.0360692220505126,1.7323506143855825,0.28765076235357534,-0.12285039167169168,1,0.27712091881159884,0.7228790811884012
38302,2018-01-13 00:00:00,-6,Cobblestone,2318537,5988,5973,0,-1.418098244141775,-0.0042808794277237544,-0.5525544815785144,-0.2325784818925739,0,0.5587103632640238,0.4412896367359762
38308,2018-01-14 00:00:00,2,Train,2318519,8668,7354,1,-0.06407481451844384,-0.6865289662829512,-0.9737671866218608,0.6967857404693566,0,0.5561930133206681,0.443806986679332
38309,2018-01-14 00:00:00,6,Nuke,2318519,8668,7354,1,0.1051781141844729,-0.22135981615438707,-0.9737671866218608,-3.6704251472821805,0,0.6581311021186677,0.34186889788133235
38310,2018-01-14 00:00:00,-11,Train,2318552,4494,5752,0,-0.06407481451844384,-0.23465036330091743,-0.4958157231932353,-0.5192930360644376,0,0.5267143251517088,0.47328567484829126
38313,2018-01-14 00:00:00,-7,Inferno,2318518,7839,7567,0,-0.06407481451844384,-1.3377657764629411,-1.2894512306824464,0.16825053621173613,0,0.6436864799009401,0.3563135200990599
38314,2018-01-14 00:00:00,-10,Mirage,2318518,7839,7567,0,-0.6564600649786515,-1.3687770531381789,-1.2894512306824464,-0.15079253254013603,0,0.677024764639076,0.322975235360924
38318,2018-01-13 00:00:00,-2,Train,2318512,7354,4865,0,-0.06407481451844384,1.3602152942827312,0.49841613629081716,0.1255721425872747,1,0.3166692066414125,0.6833307933585875
38319,2018-01-13 00:00:00,2,Mirage,2318512,7354,4865,1,-0.31795420757281845,0.4298769940256028,0.49841613629081716,0.1557996673683553,1,0.3884563044695615,0.6115436955304385
38321,2018-01-13 00:00:00,-8,Train,2318514,7077,7839,0,1.713080936862178,-0.5004613062315256,1.9539318762079316,1.204179536556672,1,0.24924506875876995,0.75075493124123
38325,2018-01-14 00:00:00,-4,Mirage,2318572,6109,5013,0,1.6284544725107206,-0.5004613062315256,1.429758681552816,0.7234906771055309,1,0.2974622291230302,0.7025377708769698
38326,2018-01-16 00:00:00,-10,Train,2318560,8120,7367,0,0.020551649833014066,0.5767725151188337,0.5397994636119324,0.04656370189369434,1,0.3657234197442818,0.6342765802557182
38327,2018-01-13 00:00:00,7,Mirage,2318539,5929,8120,1,0.6129369002932221,0.36785444067512757,-0.07960750546613157,-0.22735085091548102,1,0.41267219401529687,0.5873278059847031
38328,2018-01-15 00:00:00,2,Mirage,2318556,5929,4494,1,0.4436839715903055,-0.6067856834037689,-0.2314362533565272,0.20285697544379927,1,0.4887153987561358,0.5112846012438642
38331,2018-01-15 00:00:00,12,Mirage,2318559,4494,6211,1,-0.5718336006271931,2.476621254591285,-0.042894612946658625,-0.000903340282435073,1,0.30273004916627866,0.6972699508337213
38333,2018-01-15 00:00:00,-2,Mirage,2318554,5973,6094,0,-0.5718336006271931,1.2671814642570185,0.10278674200585453,-0.14860460271731657,1,0.37803000549250076,0.6219699945074992
38341,2018-01-13 00:00:00,-13,Cobblestone,2318516,7567,7354,0,0.10517811418447244,-0.23996658215952962,0.09994245754061729,0.6673716073628453,1,0.43362124348621767,0.5663787565137823
38342,2018-01-13 00:00:00,-2,Nuke,2318516,7567,7354,0,-0.9949659223844846,-0.624506412932476,0.09994245754061729,-0.16448270314552257,0,0.5348411003078806,0.4651588996921194
38343,2018-01-14 00:00:00,-9,Train,2318551,5988,8120,0,-0.14870127886990217,-0.9966417330353274,-0.4689914861339655,-0.06684192264205312,0,0.5691806082649234,0.43081939173507655
38344,2018-01-13 00:00:00,-6,Mirage,2318513,7567,7344,0,-1.333471779790317,0.6392031115834568,-0.2498510031567443,-0.30705806394652835,1,0.4863034544272147,0.5136965455727853
38345,2018-01-13 00:00:00,4,Nuke,2318513,7567,7344,1,-1.8412305658990664,0.4298769940256028,-0.2498510031567443,0.14408892687424507,0,0.5071235752941445,0.49287642470585546
38346,2018-01-13 00:00:00,2,Train,2318513,7567,7344,1,-0.4025806719242763,0.4484837600307454,-0.2498510031567443,0.2832927443072909,1,0.44299238079112857,0.5570076192088714
38350,2018-01-15 00:00:00,12,Train,2318555,6667,4608,1,-0.48720713627573525,-0.4002710277422964,0.15611474739108339,-0.3495707294880329,1,0.4994915936772981,0.5005084063227019
38351,2018-01-13 00:00:00,-10,Cache,2318540,5991,6211,0,0.10517811418447244,0.8485292291413107,0.17670627371137873,-0.23570530929227185,1,0.3790605867802047,0.6209394132197953
38353,2018-01-13 00:00:00,-10,Cache,2318515,8118,8668,0,-0.31795420757281845,0.24380933397417714,-3.1258603841896115,-0.23343621902405493,0,0.6875160067663887,0.3124839932336113
38354,2018-01-13 00:00:00,-2,Inferno,2318515,8118,8668,0,-0.7410865293301094,-0.8725966263343768,-3.1258603841896115,-1.0579511376659425,0,0.7864291602547238,0.21357083974527621
38359,2018-01-13 00:00:00,-7,Mirage,2318565,8715,8713,0,-0.14870127886990217,0.5229108240513157,-3.1684760910721423,-0.06430495366161659,0,0.6610283000741886,0.33897169992581144
38361,2018-01-13 00:00:00,4,Train,2318508,4865,7962,1,-0.9103394580330262,-1.9890025866429313,-0.032963553640264064,0.030831383104755063,0,0.63390908815963,0.36609091184037
38362,2018-01-13 00:00:00,6,Mirage,2318508,4865,7962,1,0.1051781141844729,-0.6865289662829512,-0.032963553640264064,-0.39020789191770017,0,0.5130874382925057,0.48691256170749425
38364,2018-01-13 00:00:00,14,Mirage,2318538,4494,4608,1,0.10517811418447244,-0.1456346056683417,-0.25972996214129823,-0.16541568062853262,1,0.4827069656718177,0.5172930343281823
38368,2018-01-14 00:00:00,-3,Overpass,2318549,6094,5995,0,0.9514427576990547,-1.9890025866429313,-0.4297140882756391,-3.896553777094874e-06,0,0.5928692600275642,0.4071307399724358
38369,2018-01-14 00:00:00,11,Cobblestone,2318571,8714,8713,1,0.8668162933475964,1.9184182744370082,1.8175616141838364,-4.12345532236014,1,0.28500859938551093,0.7149914006144891
38371,2018-01-13 00:00:00,-4,Train,2318569,8543,4602,0,-1.333471779790317,-2.3611379067457827,0.21088436433767455,0.14199801837388548,0,0.6541743071612542,0.3458256928387458
38373,2018-01-14 00:00:00,-2,Cobblestone,2318550,6211,5973,0,-0.7410865293301094,-0.1922867442713518,-0.20990053955557764,0.03694922649469649,0,0.5096490308695777,0.4903509691304223
38374,2018-01-16 00:00:00,3,Mirage,2318589,6855,7674,1,-0.06407481451844384,1.7323506143855825,-0.4860706529627007,-0.43826077090778737,1,0.37857298535177253,0.6214270146482275
38375,2018-01-16 00:00:00,-4,Train,2318585,7613,7713,0,1.120695686401971,-0.40742747620581277,-0.3928685468390753,0.04361690137917758,1,0.46450941025224246,0.5354905897477575
38376,2018-01-16 00:00:00,10,Overpass,2318585,7613,7713,1,0.782189828996138,-0.4738802119384647,-0.3928685468390753,0.5101530659085444,1,0.46725797899365284,0.5327420210063472
38377,2018-01-16 00:00:00,-2,Inferno,2318585,7613,7713,0,0.4436839715903055,-0.19810135864795886,-0.3928685468390753,-0.5221125378585809,1,0.4954971033914858,0.5045028966085142
38379,2018-01-16 00:00:00,3,Overpass,2318629,7674,7714,1,0.18980457853593083,2.104485934488434,3.7778841307802047,0.20630507091828496,1,0.1120836759648911,0.8879163240351089
38381,2018-01-16 00:00:00,-12,Overpass,2318583,6134,8513,0,0.9514427576990547,-1.430799606488654,-0.06877172000457991,0.28176590203208374,0,0.514373088629605,0.485626911370395
38382,2018-01-16 00:00:00,-5,Mirage,2318583,6134,8513,0,-0.06407481451844384,-1.8959687566172183,-0.06877172000457991,0.44015026831708554,0,0.5840712914233542,0.41592870857664577
38383,2018-01-16 00:00:00,8,Cobblestone,2318579,6745,5639,1,-1.2488453154388588,0.24380933397417714,0.016807684260399802,-0.03782011265705901,1,0.4824198416329266,0.5175801583670734
38384,2018-01-16 00:00:00,3,Inferno,2318579,6745,5639,1,0.10517811418447244,0.8020123141284543,0.016807684260399802,0.14890839682188314,1,0.3817604567820605,0.6182395432179395
38386,2018-01-16 00:00:00,7,Mirage,2318581,6896,8481,1,1.6284544725107206,-0.25237109282962467,-0.6135629974957166,-0.6055250028214201,1,0.4717246067393741,0.5282753932606259
38387,2018-01-16 00:00:00,3,Train,2318581,6896,8481,1,2.2208397229709282,0.1042585889356079,-0.6135629974957166,0.3324338124279335,1,0.39083397585976587,0.6091660241402341
38391,2018-01-16 00:00:00,4,Cobblestone,2318582,8068,7020,1,1.9669603299165532,0.4298769940256028,0.7828500171403854,-0.15655837113203794,1,0.29522201898054423,0.7047779810194558
38395,2018-01-16 00:00:00,11,Inferno,2318561,4608,5973,1,-2.3489893520078153,0.01787003248316026,0.14945160256124476,0.03803808248312432,0,0.5308500077516907,0.4691499922483093
38396,2018-01-19 00:00:00,6,Mirage,2318660,6419,6420,1,0.2744310428873892,-0.11716192652558867,0.015917990072749234,-0.013862295571064677,1,0.44719349404874065,0.5528065059512594
38398,2018-01-18 00:00:00,4,Inferno,2318648,8716,7674,1,-1.8412305658990664,-0.5004613062315256,-0.3984551437077094,-1.0428501318300107,0,0.6260337660570239,0.3739662339429761
38399,2018-01-18 00:00:00,6,Overpass,2318648,8716,7674,1,-0.4025806719242768,0.05774167392275148,-0.3984551437077094,0.008179874350857244,1,0.4929715843504874,0.5070284156495126
38401,2018-01-17 00:00:00,-2,Train,2318637,7613,4501,0,0.10517811418447244,2.011452104462721,0.017173155474809673,0.2528161688929556,1,0.29771556712461955,0.7022844328753804
38402,2018-01-17 00:00:00,4,Cobblestone,2318637,7613,4501,1,-0.14870127886990173,1.1741476342313057,0.017173155474809673,0.07471582127644828,1,0.3676539253181994,0.6323460746818006
38403,2018-01-17 00:00:00,2,Inferno,2318637,7613,4501,1,0.18980457853593127,1.0345968891927364,0.017173155474809673,-0.031082740822566065,1,0.3679720942044704,0.6320279057955296
38404,2018-01-20 00:00:00,10,Cobblestone,2318665,7517,6922,1,-0.9949659223844841,1.0345968891927364,0.8070936736607927,0.19053989414694458,1,0.34833321945437057,0.6516667805456294
38405,2018-01-20 00:00:00,7,Nuke,2318665,7517,6922,1,-0.2333277432213601,1.1741476342313057,0.8070936736607927,0.13572529287280585,1,0.31346302400823833,0.6865369759917617
38406,2018-01-17 00:00:00,-4,Mirage,2318636,4602,4501,0,0.18980457853593083,-0.3764161995305751,0.11548986895203958,0.06129877373733956,1,0.45955119619133245,0.5404488038086676
38407,2018-01-17 00:00:00,2,Train,2318636,4602,4501,1,0.10517811418447244,-0.4145839246693291,0.11548986895203958,0.21972526914813081,1,0.46042260285066416,0.5395773971493358
38408,2018-01-17 00:00:00,-11,Cobblestone,2318636,4602,4501,0,-0.06407481451844384,-0.3675558347662215,0.11548986895203958,-0.0022043317793704192,1,0.4712753720730538,0.5287246279269462
38409,2018-01-19 00:00:00,-14,Cache,2318596,6665,4494,0,-1.079592386735942,0.04965177565964602,0.3482924905722373,-0.059236891714595404,1,0.4649505349715204,0.5350494650284796
38412,2018-01-18 00:00:00,12,Cache,2318650,6134,6745,1,-1.5027247084932334,-1.0586642863858027,-0.06672111170056622,0.07466463428355098,0,0.5917489670638881,0.40825103293611187
38413,2018-01-18 00:00:00,7,Mirage,2318650,6134,6745,1,-0.48720713627573475,0.5229108240513157,-0.06672111170056622,-0.15168249777435397,1,0.44139007356600124,0.5586099264339988
38414,2018-01-19 00:00:00,3,Mirage,2318599,6137,5929,1,-0.06407481451844384,-0.4632477742212404,-0.009412093914143495,-0.35268416179733575,0,0.5001212216175647,0.49987877838243533
38415,2018-01-17 00:00:00,-3,Inferno,2318591,7489,8135,0,-0.5718336006271931,-0.3764161995305751,0.8710950351849108,0.6494957485094641,1,0.4120747390697087,0.5879252609302913
38416,2018-01-19 00:00:00,6,Mirage,2318656,7354,7660,1,0.8668162933475964,-0.105067528622246,-0.9226643516362469,0.048204105470788065,1,0.4933833907374052,0.5066166092625948
38417,2018-01-19 00:00:00,8,Inferno,2318656,7354,7660,1,0.9514427576990547,0.016393305022434666,-0.9226643516362469,-0.28975624564778163,1,0.4924003853295832,0.5075996146704168
38418,2018-01-18 00:00:00,-9,Overpass,2318644,6896,7020,0,0.69756336464468,-1.012147371372946,-0.1874718636844189,-0.5049290716374419,0,0.5294228046593943,0.47057719534060577
38419,2018-01-18 00:00:00,-4,Mirage,2318644,6896,7020,0,-0.7410865293301094,-1.0729771833128354,-0.1874718636844189,0.06396156312785654,0,0.5723328989016128,0.4276671010983872
38421,2018-01-18 00:00:00,-7,Overpass,2318647,6855,8465,0,0.5283104359417633,-1.430799606488654,-0.3274289655701599,0.11133136036860783,0,0.5572922919876774,0.4427077080123226
38425,2018-01-16 00:00:00,-4,Cache,2318580,4501,6745,0,1.374575079456346,-0.33765210368652815,-0.19291661258080248,0.18450470976604896,1,0.4289961352593996,0.5710038647406004
38426,2018-01-16 00:00:00,5,Train,2318580,4501,6745,1,1.036069222050513,-0.3970903839807335,-0.19291661258080248,-0.1199023589775674,1,0.45715029167545784,0.5428497083245422
38427,2018-01-16 00:00:00,-3,Inferno,2318580,4501,6745,0,0.6129369002932217,-0.27718011416981475,-0.19291661258080248,-0.8409938818694608,1,0.48980251966416544,0.5101974803358346
38428,2018-01-19 00:00:00,-9,Inferno,2318661,6417,6419,0,0.02055164983301453,0.0007821861519068822,-0.2170297929588432,-0.334445169171067,1,0.47761651813857664,0.5223834818614234
38431,2018-01-18 00:00:00,-7,Cobblestone,2318651,7713,7613,0,-0.7410865293301094,-0.024955063877882152,0.09890336265573656,-0.1508050942799879,1,0.47940444280078043,0.5205955571992196
38432,2018-01-18 00:00:00,-3,Train,2318651,7713,7613,0,-1.2488453154388588,-0.16553951813895937,0.09890336265573656,-0.16313047857521534,0,0.5108817516236834,0.4891182483763166
38434,2018-01-17 00:00:00,-12,Train,2318643,8010,8465,0,-2.3489893520078153,-1.430799606488654,-2.486624780951666,1.2331734677616615,0,0.7717797817538834,0.2282202182461166
38435,2018-01-17 00:00:00,-3,Train,2318633,6896,8068,0,-1.6719776371961501,-0.351607178190385,-1.0465911510516743,-0.33758547190513544,0,0.6340884499326378,0.36591155006736215
38436,2018-01-17 00:00:00,-3,Mirage,2318633,6896,8068,0,-1.9258570302505247,-0.37253978994617043,-1.0465911510516743,-0.17563785943240948,0,0.6399335805358487,0.3600664194641513
38438,2018-01-17 00:00:00,2,Mirage,2318576,8465,8010,1,1.5438280081592624,1.6393167843598697,2.201102976126604,0.9673957650492582,1,0.14674108234489192,0.8532589176551081
38439,2018-01-19 00:00:00,-8,Cache,2318597,5752,5995,0,-0.31795420757281845,-0.5120905349847397,0.09159479644688706,0.037748277386248336,1,0.4928378326477615,0.5071621673522385
38442,2018-01-18 00:00:00,-10,Overpass,2318655,7020,8135,0,0.4436839715903055,1.1741476342313057,0.7333093133200969,0.4469182295659803,1,0.28638885118289326,0.7136111488171067
38444,2018-01-17 00:00:00,-15,Cobblestone,2318588,8112,6774,0,-0.7410865293301099,-1.430799606488654,0.7509513504953783,0.7571897638130843,0,0.5025839279068035,0.4974160720931965
38446,2018-01-20 00:00:00,11,Mirage,2318664,8668,5680,1,0.9514427576990547,2.104485934488434,2.9255699931296095,0.9748097383254201,1,0.11596228956290178,0.8840377104370982
38447,2018-01-19 00:00:00,-8,Cache,2318595,4991,6667,0,-0.4025806719242763,-0.05502660489629439,0.009946580349723035,-0.01632082698856399,1,0.47034179186440694,0.5296582081355931
38451,2018-01-19 00:00:00,9,Inferno,2318657,7567,6774,1,-0.31795420757281845,0.8175179524660731,-0.15422856497645054,-0.5118987666386413,1,0.4317897273787491,0.5682102726212509
38452,2018-01-19 00:00:00,-4,Mirage,2318657,7567,6774,0,0.9514427576990547,0.8735767987636179,-0.15422856497645054,-0.12685836502135148,1,0.3660008266872721,0.6339991733127279
38453,2018-01-19 00:00:00,-2,Train,2318657,7567,6774,0,0.3590575072388471,0.7488501255423327,-0.15422856497645054,0.5018089684434763,1,0.3770846467398772,0.6229153532601228
38454,2018-01-19 00:00:00,11,Nuke,2318598,6651,4608,1,0.6129369002932217,0.4298769940256028,-0.3373008902250564,0.6145118593513136,1,0.39993356118338796,0.600066438816612
38455,2018-01-19 00:00:00,-11,Inferno,2318594,7532,5973,0,-0.06407481451844384,-0.6400120512700949,-0.19615252754302867,-0.2726988341974782,0,0.5251940812675855,0.47480591873241446
38457,2018-01-19 00:00:00,-6,Train,2318662,6418,6419,0,0.10517811418447244,0.33684316399989,0.2028089411376914,0.3754363362807238,1,0.39364891490840204,0.606351085091598
38458,2018-01-18 00:00:00,-3,Mirage,2318654,7820,7898,0,-0.4025806719242768,0.13748495680193393,-0.763925288174974,-0.280693484345913,0,0.5254149450211311,0.47458505497886894
38459,2018-01-19 00:00:00,-10,Cobblestone,2318659,6248,6774,0,-0.06407481451844384,0.10735971660313165,0.06980805170566885,-0.17719400398726337,1,0.44548181876436166,0.5545181812356383
38460,2018-01-19 00:00:00,2,Cache,2318659,6248,6774,1,-1.5873511728446916,-0.023662927349747256,0.06980805170566885,0.3505574291660255,1,0.49873029454047024,0.5012697054595298
38461,2018-01-19 00:00:00,-2,Mirage,2318659,6248,6774,0,-1.4180982441417749,-0.007929264918928166,0.06980805170566885,-0.44867729689139796,0,0.5179540184973088,0.4820459815026911
38463,2018-01-18 00:00:00,2,Train,2318646,8513,8543,1,-0.31795420757281845,-0.6865289662829512,0.10169403157296915,-0.13526912094655588,0,0.5109937546008849,0.4890062453991151
38464,2018-01-18 00:00:00,8,Cobblestone,2318646,8513,8543,1,-0.14870127886990217,-0.22135981615438707,0.10169403157296915,0.33185251020655654,1,0.4535544224832486,0.5464455775167514
38466,2018-01-17 00:00:00,-5,Mirage,2318634,8481,7020,0,0.9514427576990547,2.104485934488434,0.31879998443825236,0.4358056778885603,1,0.24188437146924657,0.7581156285307534
38467,2018-01-17 00:00:00,-9,Nuke,2318634,8481,7020,0,1.1206956864019715,0.5229108240513157,0.31879998443825236,0.6182605101225099,1,0.3270587675138199,0.6729412324861801
38468,2018-01-19 00:00:00,-8,Inferno,2318658,4863,7354,0,0.18980457853593083,1.2981927409322562,1.0804250627022411,0.3054336190041609,1,0.2692853180115272,0.7307146819884728
38469,2018-01-19 00:00:00,3,Mirage,2318658,4863,7354,1,-0.48720713627573475,0.8817555970076367,1.0804250627022411,0.20446082041832198,1,0.3207645446759563,0.6792354553240437
38470,2018-01-19 00:00:00,5,Cobblestone,2318658,4863,7354,1,-0.48720713627573475,0.8252707716348825,1.0804250627022411,0.3877736511855864,1,0.31899992767739627,0.6810000723226037
38473,2018-01-20 00:00:00,9,Mirage,2318663,7865,4501,1,-0.7410865293301099,0.24380933397417714,0.2966715675259509,0.1380485245398723,1,0.434356222139048,0.565643777860952
38474,2018-01-20 00:00:00,-8,Cobblestone,2318677,7567,7354,0,0.10517811418447244,-0.6067856834037689,0.04884956913448234,0.19374103406278975,1,0.4808212930907806,0.5191787069092194
38475,2018-01-20 00:00:00,11,Mirage,2318677,7567,7354,1,-0.5718336006271931,-0.7330458812958077,0.04884956913448234,-0.09885091424628448,0,0.5276142479888086,0.4723857520111913
38476,2018-01-20 00:00:00,-9,Nuke,2318677,7567,7354,0,0.69756336464468,-0.43843875288105033,0.04884956913448234,-0.097074136325589,1,0.454286286072637,0.545713713927363
38477,2018-01-20 00:00:00,2,Cobblestone,2318678,4863,6774,1,-0.31795420757281845,0.9508664421695948,1.2382648476706373,0.05121507923135334,1,0.3043212538546851,0.6956787461453149
38478,2018-01-20 00:00:00,6,Cache,2318678,4863,6774,1,0.5283104359417637,0.8330235908036919,1.2382648476706373,0.6991347858216127,1,0.265615429947453,0.734384570052547
38481,2018-01-21 00:00:00,-9,Mirage,2318614,5378,5752,0,-0.6564600649786515,0.7606639452281376,-0.4861265921251288,-0.11080057328556558,1,0.461664649506359,0.538335350493641
38482,2018-01-21 00:00:00,-12,Train,2318688,5154,5158,0,-2.687495209413648,-1.4424288352418682,-1.9035907778960868,-2.390304934672416,0,0.8304304681343397,0.1695695318656602
38483,2018-01-21 00:00:00,-11,Cobblestone,2318688,5154,5158,0,-3.2798804598738553,-1.496470545330334,-1.9035907778960868,-2.112907405364153,0,0.8406308746228285,0.15936912537717152
38484,2018-01-21 00:00:00,-10,Mirage,2318688,5154,5158,0,-2.8567481381165645,-1.5341705287394458,-1.9035907778960868,-0.7831128314519804,0,0.8060060317477213,0.19399396825227863
38487,2018-01-20 00:00:00,13,Train,2318602,6667,6094,1,-0.06407481451844384,-1.9890025866429313,0.8755388463342589,-0.1332819817642497,0,0.5374853075401673,0.46251469245983273
38488,2018-01-20 00:00:00,4,Mirage,2318604,6137,4494,1,-0.06407481451844384,-0.33765210368652815,-0.028848458707402602,-0.08365366932625239,1,0.48307786665938357,0.5169221333406164
38491,2018-01-21 00:00:00,8,Inferno,2318697,6301,6707,1,0.3590575072388471,0.24380933397417714,0.2786632083711777,-0.09417507509532809,1,0.40012754222572966,0.5998724577742703
38493,2018-01-20 00:00:00,8,Inferno,2318603,5995,5973,1,0.8668162933475964,0.0004900862146204976,-0.058036669344720224,-0.12093811079749799,1,0.4242375410999176,0.5757624589000824
38496,2018-01-21 00:00:00,-7,Overpass,2318609,5973,4608,0,-0.7410865293301099,-0.4012252208707652,-0.4286189999354768,-0.26399292873997265,0,0.5524501810616159,0.4475498189383841
